Landslide ID,Description,Size Category,Trigger,Date of Occurrence,X Co-ordinate,Y Co-ordinate,Debris Type,Material Type,Movement Type,Aspect,Activity,Vegetation Cover,Causal Factors,Damage Description,No. of Slips,Injuries,Deaths,Damage Cost,Environmental Effects,Comments,Area (min),Area (max),Volume (min),Volume (max),Data Source
131,"Landslide Otaki Gorge Rd., Otaki River #1",1,2,1998-10-23,175.214202038125,-40.8369373331359,1,1,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
132,"Landslide Otaki Gorge Rd., Otaki River #2",1,2,1998-10-23,175.214082432967,-40.8333362899267,1,1,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
133,"Landslide Otaki Gorge Rd., Pukehinau Stream #2",1,2,1998-10-23,175.214528826946,-40.839633567303,2,2,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
134,"Landslides, Tairua, Coromandel",2,2,1998-12-04,175.847591913806,-37.0075806229236,2,2,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
135,"Tarndale Slip, Gisborne",2,2,null,177.79300398736,-38.2413576849435,2,2,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
136,"SH30, Lake Rotoiti, Bay of Plenty",2,2,null,176.472486927588,-38.0503156868876,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
137,"Landslide, Brook St, Nelson",2,101,null,173.295058787055,-41.2927949122995,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
138,"Ten Mile Creek, Greymouth, West Coast",3,100,null,171.284571402082,-42.3416702216668,2,2,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
139,"Landslide, Blockhouse Bay, Auckland",1,101,null,174.706406500834,-36.9263081502523,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
140,"Landslides/coastal erosion, Omokoroa Point, Tauranga",1,100,null,176.051036778331,-37.6261118745465,101,2,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
141,"Landslides and avalanches, (Haast) Mt Cook, & West Coast",2,1,null,169.039629010261,-43.8797488445412,2,101,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
142,"Hukerenui, Northland",1,2,null,174.198649985133,-35.5202214504953,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
143,"Omokoroa Peninsula, Tauranga",1,2,null,176.028929901266,-37.6393344045909,2,2,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
144,"Queen Charlotte Walkway, Marlborough",1,2,null,174.039317966353,-41.2043076012665,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
145,"Endeavour Inlet, Queen Charlotte Walkway, Marlborough",1,2,null,174.17206290353,-41.1251346581854,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
146,"Landslides and river erosion, Waitotara Valley",2,2,null,174.735454343611,-39.8064282678629,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
147,"SH6, Lake Wanaka, Central Otago",2,2,null,169.184189074607,-44.3756906579439,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
148,"Landslide, 3km south of Awakino Gorge Tunnel;",2,2,null,174.730973309797,-38.6319517271635,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
149,"Landslides, State Highway 3, Mt Messenger to Mahoenui",1,2,null,174.840388537029,-38.5779239320348,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
150,"Landslide, Frankley Rd., New Plymouth",1,101,null,174.06951898792,-39.0746397471828,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
151,"10 Mile Valley, Greymouth, West Coast",2,2,null,171.294932436271,-42.3400258740399,101,2,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
152,"Parawenga, Northland",2,2,1999-01-21,173.266598020706,-35.3471772802162,2,2,10,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
153,"Panguru, Northland",1,2,1999-01-21,173.382354973389,-35.3808555008407,2,2,10,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
154,"Whirinaki, Northland",1,2,1999-01-21,173.460236055708,-35.4768388597233,2,2,10,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
155,"Waihi, Coromandel Peninsula",2,100,1999-02-16,175.843091901469,-37.3881622167036,101,1,5,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
156,"Whatarangi Cliffs, Wairarapa",3,101,1999-03-08,175.223237228636,-41.4618755923342,2,2,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
157,"Robertson Road, by Kawarau River, Frankton",1,101,1999-03-10,168.735153419478,-45.0267626606075,101,101,3,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
158,"Landslide, Raurimu, Central North Island",2,2,1999-05-17,175.398472359195,-39.1275143665744,2,2,10,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
159,"Rotorua area, north of Lake",1,2,1999-06-04,176.266060575127,-37.9879438251102,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
160,"Centennial Highway, near Paekakariki, Wellington",1,100,1999-06-17,174.949512644613,-40.9921386796178,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
161,"Observation Point, Port Chalmers, Dunedin. [I44/254855±500m]",2,2,1999-09-20,170.626886,-45.815358,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
162,"Tiffen Park Hill, Napier, Hawke's Bay",1,2,null,176.913125847636,-39.491368476298,101,2,5,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
163,"Greenstone River, near Lake Rere",2,2,null,168.309458248363,-44.9472191257989,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
164,"Glenorchy Road",2,2,null,168.433455778379,-44.9521804909877,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
165,"Bennets Bluff, Glenorchy Rd, Lake Wakatipu",101,2,null,168.450843587387,-45.0384890001135,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
166,"Blue Slip, Shotover River near Skippers Bridge",1,2,null,168.687079203211,-44.8519611858612,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
167,"Frankton Rd & Towne Place, Frankton",2,2,null,168.729803362538,-45.0130488485921,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
168,"Wanaka-Mt Aaspiring Rd, Matukituki Valley",101,2,null,168.91519258454,-44.5962251338563,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
169,"Crown Range Rd",101,2,null,168.941696218931,-44.980103846786,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
170,"SH6, by Lake Wanaka",1,2,null,169.174070619652,-44.3573353135606,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
171,"SH6, Head of Lake Wanaka between Hawea and Makarora",1,2,null,169.211603341158,-43.9864862878162,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
172,"Flaxmill Creek, off Makarora River, north of Lake Wanaka",1,2,null,169.168958268846,-45.0571907747576,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
173,"Miners Lane, Clyde",1,2,null,169.329033196911,-45.2001698245326,101,101,5,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
174,"Landslide, Roxburgh",101,2,null,169.312546177834,-45.5419431191012,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
175,"Near Lake Gun, Milford Road",2,2,null,169.452776541651,-44.9247593409583,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
176,"Landslide, Roberts Ave, Wanganui",101,2,null,174.500249248769,-36.9442878255816,2,2,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
177,"Landslide, Lion Rock, Piha, Auckland",1,100,null,174.466770205266,-36.9537707029762,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
178,"Walter peak Homestead, Lake Wakatipu",1,2,null,168.543142574361,-45.1114696459105,2,1,10,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
179,"Landslide, Oamaru Cemetery, Oamaru",1,2,null,170.958597,-45.108103,1,2,3,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
180,"Candy's Bend, Otira Gorge, West Coast",1,101,2000-03-09,171.555378014051,-42.8829520692107,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
181,"Candy's Bend - Starvation Point, SH73, Arthur's Pass, Westland",101,2,2000-06-25,171.555378014051,-42.8829520692107,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
182,"Eight Mile Creek, Buller Gorge, near Murchison",2,2,2000-06-25,172.339574700909,-41.9070790399355,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
183,"Granity Creek, 30km north of Murchison",1,2,2000-06-25,172.339574700909,-41.9070790399355,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
184,"Candy's Bend - Starvation Point, SH73, Arthur's Pass, Westland",1,101,2000-08-10,171.555378014051,-42.8829520692107,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
185,"Camp Rd & Portobello Rd, Dunedin, Otago",101,2,2000-09-04,170.616034962955,-45.8490153601842,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
186,"Lindsay Rd, Dunedin, Otago",101,2,2000-09-12,170.468571979062,-45.893694871734,101,2,6,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
187,"Moeraki, southwest of Oamaru",101,2,2000-09-12,170.843561271367,-45.3691355686933,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
188,"Nevis Bluff, State Highway 6, Central Otago",3,100,2000-09-17,169.001272304906,-45.037131433143,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
189,"4km SE of Patea, Wanganui Region",1,2,2000-10-01,174.542431074198,-39.8452555466545,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
190,"Paparoa Bluff, Wanganui",1,2,2000-10-01,175.03609144763,-39.9365988107431,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
191,"Rimutaka Hills",1,2,2000-10-01,175.183530650507,-40.3708609840046,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
192,"Otaki Gorge Rd, Kaitawa Road swing bridge, Kapiti Coast",1,2,2000-10-01,175.201962127347,-40.8254605103478,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
193,"Main Trunk Rail line, North of Taumaranui",1,2,2000-10-03,175.320207789054,-38.6604761283466,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
194,"Napenape Reserve, Nth Canterbury",101,2,2000-10-07,173.242605323888,-42.9442259891751,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
195,"Eketahuna, Tararua District",1,2,2000-10-07,175.70226119438,-40.6454706942785,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
196,"Alfredton Rd, Pahiatua, Wairarapa",1,2,2000-10-07,175.841889847514,-40.4511053540628,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
197,"Marian Hill SH94, between Te Anau and Milford",2,101,2000-10-17,168.092227406408,-44.7984623481593,2,1,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
198,"Icefall, Fox Glacier, South Westland",1,100,2000-10-23,170.06127112787,-43.5016491353733,1,100,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
199,"Tamaki Drive, Auckland",1,101,2000-12-04,174.821038410656,-36.8455576220568,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
200,"Tararua Range, head of Butcher's Creek",2,2,2000-12-29,175.379969378999,-40.7291399135845,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
201,"Waitetoko. SH1, Central North Island",1,2,2000-12-29,175.928312797294,-38.9050621803028,2,2,10,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
202,"Hatepe Hill, SH1,  Central North Island",1,2,2000-12-29,176.041501245504,-38.8552133333221,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
203,"Observation Point, Port Otago, Dunedin, Otago",1,2,null,170.629034122616,-45.8141740087174,2,1,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
204,"Matapouri, Northland",1,2,null,174.496667256815,-35.5617857592469,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
205,"Mangamahu Valley, Wanganui",1,100,null,175.365696918603,-39.822120449504,101,101,6,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
206,"Anzac Parade, Wanganui",2,100,null,175.061498570462,-39.9253304891944,101,2,5,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
207,"Heberden Avenue, Sumner,  Christchurch, Canterbury",1,2,null,172.764620076171,-43.5787068021075,2,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
208,"Lake Kaniere, West Coast",101,2,null,171.156142334531,-42.805149173945,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
209,"Greymouth area, West Coast",2,2,null,171.212803311816,-42.4531077903453,2,2,4,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
210,"Whenuakura, North Taranaki",1,2,null,174.523566677904,-39.7346973442645,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
211,"Awakino Gorge, State Highway 3, North Taranaki",1,2,null,174.727904284702,-38.6468686384161,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
212,"Tangarakau Gorge, North Taranaki",1,2,null,174.846003205485,-38.9784010588551,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
213,"Mahoenui, Taranaki",3,2,null,174.840974409717,-38.5783648268947,101,101,5,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
214,"Kauaerenga Valley Area, Coromandel Peninsula",1,2,null,175.629778435933,-37.1211509533197,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
215,"Active landslide, Moioio Island, Marlborough Sounds",1,101,null,174.215341749484,-41.244019486165,101,101,101,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
216,"Charles Sound, Fiordland",1,1,null,167.138383882997,-45.1011185875439,1,1,2,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
217,"Kingston, Central Otago",101,2,null,168.71893831791,-45.334350204216,101,101,3,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
218,"Gentle Annie Bridge, Kawarau Gorge, Central Otago",101,2,null,169.044863748481,-45.0314150280854,101,101,3,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
